StockCode,Description,total_products_sold,total_transactions,Revenue,total_customers_bought,Number_Countries_sold
85098B,NULL,5,1,0,0,1
84378,Set of 3 heart cookie cutters,6404,689,8608.4,376,15
22955,36 foil star cake cases,1184,135,2053.35,91,13
22204,Milk pan blue polkadot,202,81,688.29,23,9
16054,Popart rect pencil sharpener asst,1274,34,153.48,29,4
21681,Giant medina stamped metal bowl,2,2,19.9,2,1
20839,French paisley cushion cover,575,105,840.44,44,4
23415,Home sweet home hook,333,48,420.43,42,5
23222,Christmas tree hanging gold,823,77,738.45,49,4
35610B,Black christmas flock droplet,24,1,30,1,1
37447,Ceramic cake design spotted plate,837,121,1337.17,51,11
20666,Economy holiday purse,30,17,41.53,4,1
35920,Four rabbit easter decorations,72,15,104.84,11,1
23538,Wall art vintage heart,331,32,1329.54,25,1
90058B,Crystal stud earrings assorted col,648,16,246.24,15,1
84952C,Mirror love bird t-light holder,144,12,255,7,1
84388,NULL,6,1,0,0,1
35914,Pink chick egg warmer + egg cup,195,40,218.81,16,2
47348A,Fuschia voile pointy shoe dec,97,15,50.31,11,3
23019,Small apothecary measuring jar,81,28,629.05,26,5
23478,Woodland large pink felt heart,285,13,324.4,9,3
22652,Travel sewing kit,5107,472,8636.82,263,20
22512,Doorstop racing car design,123,38,269.71,28,3
90175C,Blue glass chunky charm bracelet,9,6,80.55,6,1
84360,Table lamp white shade wood base,78,20,434.12,9,1
79030D,Damages,664,1,0,0,1
15036,NULL,530,1,0,0,1
22165,"Diamante heart shaped wall mirror,",416,147,3340.95,27,1
84629,NULL,2,1,0,0,1
84675,NULL,2,1,0,0,1
22519,NULL,19,1,0,0,1
22438,Balloon art make your own flowers,1009,98,1034.9,66,5
20828,Glitter butterfly clips,1128,241,3074.78,116,5
35915C,NULL,30,1,0,0,1
84613C,Blue new baroque flock candlestick,1,1,4.65,1,1
20971,Pink blue felt craft trinket box,12314,526,15233.11,277,13
22221,Cake stand lovebird 2 tier pink,133,53,1124.44,38,9
90214R,"Letter ""r"" bling key ring",41,25,28.01,3,1
84985A,Set of 72 green paper doilies,46,19,66.7,15,1
23169,Classic glass cookie jar,1536,335,6562.54,192,8
21069,NULL,6,1,0,0,1
21352,Eucalyptus & pinecone  wreath,387,79,1572.01,36,3
16202A,Pastel pink photo album,7,2,3.5,2,1
20957,Porcelain hanging bell small,1,1,1.45,1,1
20665,Dotcom,21,1,0,0,1
23298,Spotty bunting,8601,1153,42996.29,571,16
21071,Check,82,1,0,0,1
23123,Cocktail swords 50 pieces,941,97,764.55,64,5
84750A,Pink small glass cake stand,51,3,99.45,2,1
21441,Blue birdhouse decoration,421,62,292.03,34,7
85071D,Charlie+lola my room door sign,403,84,249.49,58,1
90129A,Pink glass tassle bag charm,45,20,82.98,3,1
84924F,Psychedelic metal sign calendar,10,3,7.9,3,1
16156S,Wrap pink fairy cakes,5800,167,2331,135,9
21354,Toast its - best mum,799,95,1007.71,55,5
72807b,Set/3 ocean scent candle jewel box,402,115,1868.12,56,4
22241,Garland wooden happy easter,1956,242,2614.24,125,3
82011A,"Bathroom scales, tropical beach",18,12,67.5,8,1
84847,Floral bathroom set,20,11,75,9,1
35933,Pink stocking christmas decoration,226,19,92.21,15,4
90214P,"Letter ""p"" bling key ring",39,16,20.23,4,1
21662,NULL,18,2,0,0,1
21823,Check,94,1,0,0,1
37327,Damages,131,1,0,0,1
84828,Jungle popsicles ice lolly holders,139,29,197.49,15,4
23343,Came coded as 20713,3100,1,0,0,1
82011C,Bathroom scales footprints in sand,51,20,172.05,17,1
17013D,NULL,29,2,0,0,1
21418,Starfish soap dish,74,25,189.75,11,1
17091A,Found,84,1,0,0,1
79163,Damaged,1,1,0,0,1
23522,Dog and ball wall art,252,4,425.88,3,1
79192A,Retro plastic 70's tray,3,2,3.75,2,1
22968,NULL,28,2,0,0,1
35958,Folkart zinc star christmas dec,12,3,10.2,3,2
22827,Rustic  seventeen drawer sideboard,38,29,5830,21,3
22548,Adjustment,4,1,0,0,1
20886,NULL,75,2,0,0,1
23127,Dollcraft girl nicole,68,12,336.6,12,1
84907,NULL,3,1,0,0,1
23061,Vintage engraved heart,60,4,75,4,1
21819,Glitter christmas star,2470,124,1066.65,95,5
20760,NULL,31,1,0,0,1
21894,Potting shed seed envelopes,592,130,902.08,57,4
84685,NULL,14,1,0,0,1
90108,Blue blossom hair clip,80,13,92.46,6,3
23253,16 piece cutlery set pantry design,256,71,3816.96,44,9
22794,Sweetheart wire magazine rack,331,186,2824.65,114,5
22854,Cream sweetheart egg holder,770,164,3723.37,123,5
84925F,NULL,15,1,0,0,1
22698,NULL,61,1,0,0,1
21990,Modern floral stationery set,1684,367,2885,128,8
90082B,NULL,3,1,0,0,1
16168M,Funky monkey gift bag medium,371,41,173.12,19,2
84964B,NULL,1,1,0,0,1
82600,No singing metal sign,4826,500,10267.06,207,10
20936,Forked cactus candle,101,35,322.61,21,2
84632,Decorative hanging shelving unit,7,6,419.65,5,1
22765,Newspaper stand,27,5,316.95,3,1
23470,Card holder love bird large,244,92,1531.2,70,4
35833P,Check,24,1,0,0,1
72802A,Wet pallet-thrown away,306,1,0,0,1
21824,Check,103,1,0,0,1
23187,French style storage jar bonbons,2375,78,711.55,66,7
22475,Skull design tv dinner tray,321,140,1590.82,49,5
23174,Regency sugar bowl green,3143,339,12687.63,192,18
90116,Fruit salad bag charm,64,45,145.52,3,1
22856,Assorted easter decorations  bells,590,29,755.82,21,5
22037,Robot birthday card,3929,354,1695.32,173,12
23113,Damaged,1440,1,0,0,1
16045,NULL,3667,1,0,0,1
20681,NULL,1,1,0,0,1
85060,NULL,4,1,0,0,1
84550,Crochet lilac/red bear keyring,1,1,1.65,1,1
23430,Blue retro kitchen wall clock,36,18,301.88,16,4
90210A,Grey acrylic faceted bangle,34,10,57.55,3,1
21841,NULL,82,3,0,0,1
22579,Wooden tree christmas scandinavian,5263,339,2069.62,227,10
22654,Deluxe sewing kit,1444,342,10086.35,159,10
90087,Crystal sea horse phone charm,107,25,61.46,4,2
84984A,Green peony cushion cover,19,6,88.35,4,1
22473,Tv dinner tray vintage paisley,505,114,1623.04,58,5
85031C,NULL,1,1,0,0,1
22384,Lunch bag pink polkadot,10639,1110,17625.19,445,16
90084,Pink crystal guitar phone charm,1,1,0.85,1,1
23282,Folding mirror ivory,18,2,14.94,2,1
85131B,Beaded crystal heart green on stick,623,172,521.11,2,1
22361,Glass jar daisy fresh cotton wool,743,276,2627.33,92,8
22550,Holiday fun ludo,1173,222,4224.89,136,12
90167,Beaded love heart jewellery set,10,1,8.5,1,1
22452,Measuring tape babushka pink,723,145,1763.26,53,12
21868,Potting shed tea mug,2562,312,3359.16,153,4
21719,Lovely bonbon sticker sheet,345,58,307.44,29,4
85212,Mini painted garden decoration,2451,79,740.15,60,4
85116,Black candelabra t-light holder,971,91,1169.88,30,6
35001G,Hand open shape gold,198,30,677.34,23,3
23201,Jumbo bag alphabet,13960,920,28926.85,396,17
84279B,NULL,193,2,0,0,1
79030G,Water damaged,16,1,0,0,1
21344,Moroccan beaten metal dish,18,7,189.94,5,2
35920,NULL,4,1,0,0,1
85135C,Red dragonfly helicopter,107,68,864.33,41,2
22766,Photo frame cornice,3320,520,9911.44,280,8
84927F,Psychedelic tile hook,304,45,184.9,36,2
23012,Glass apothecary bottle perfume,1079,251,4228.71,151,11
22597,Musical zinc heart decoration,2797,178,1208.49,90,4
22206,"Mug , dotcomgiftshop.com",5,5,4.17,0,1
85016,Set of 6 vintage notelets kit,563,42,560.11,22,3
23692,Wrap a pretty thank you,50,2,21,2,2
85049a,Traditional christmas ribbons,3257,360,4670.2,204,9
22135,Ladle love heart pink,39,13,24.98,3,1
21819,Check,14,1,0,0,1
23581,Jumbo bag paisley park,5142,342,11806.59,230,8
23566,Egg cup milkmaid heidi,885,84,1161.93,44,6
84279P,Cherry blossom  decorative flask,393,133,1625.71,79,11
16048,Teatime round pencil sharpener,1460,67,205.3,41,7
85141,NULL,10,2,0,0,1
23612,Set 10 minicards cute snowman 17071,5,2,8.3,0,1
23288,Green vintage spot beaker,4643,189,4459.4,107,12
22812,Pack 3 boxes christmas panettone,82,25,260.18,9,1
81950V,Flower purple clock with sucker,15,3,4.35,3,1
23382,Box of 6 christmas cake decorations,1892,223,7419.93,136,12
23484,Heart trellistriple t-light holder,56,5,152.24,5,1
82583,Hot baths metal sign,7330,617,17079.72,206,6
20998,Rose du sud oven glove,185,69,505.2,27,6
90120C,Green murano twist bracelet,51,22,215.2,6,1
20754,Retrospot red washing up gloves,1458,305,3090.96,153,10
35916B,Blue felt hanging heart with flower,75,30,50.57,1,1
23546,Wrap paisley park,3250,120,1365,106,14
20956,Porcelain t-light holders assorted,827,103,1152.77,51,2
84356,Pompom curtain,424,82,2124.15,32,5
90191,??,60,1,0,0,1
84801A,Pink hydrangea art flower,46,5,96.6,5,1
51014L,"Feather pen,light pink",2143,151,1135.02,72,7
90141E,Orange pendant triple shell necklac,5,2,24.75,1,2
21693,Mixed up,87,1,0,0,1
84549,Crochet white rabbit keyring,38,7,69.38,3,2
79157B,Ubo-light triobase blue,4,2,3.4,2,1
37370,Sold as set/6 by dotcom,786,1,0,0,1
23107,White wire plant pot holder,16,2,46.24,2,1
21974,NULL,45,1,0,0,1
85049c,Romantic pinks ribbons,1216,225,1518.15,162,10
20752,NULL,40,1,0,0,1
46776F,Woven rose garden cushion cover,217,90,912.03,6,1
79341,"Unsaleable, destroyed.",905,1,0,0,1
23614,Set 10 cards 12 days wrap  17058,26,11,86.58,0,1
90186B,Crystal hoop earring floral leaf,22,15,64.58,6,1
21632,Vintage pink decorative parasol,88,24,489.74,5,1
23418,Lavender toilette bottle,557,79,1166,55,4
22533,NULL,80,1,0,0,1
85172,Check,145,1,0,0,1
22077,6 ribbons rustic charm,9206,961,17242.72,413,16
84563A,NULL,10,1,0,0,1
90095,NULL,1,1,0,0,1
23522,Wall art dog and ball,102,28,301.56,17,2
84849D,NULL,181,2,0,0,1
20677,Pink polkadot bowl,3679,334,4753.59,133,16
21100,Charlie and lola charlotte bag,65,27,162.21,7,1
84968C,Set of 16 vintage pistachio cutlery,321,106,3636.99,37,6
22640,Set of 4 napkin charms 3 keys,237,57,446.84,33,3
21288,NULL,22,1,0,0,1
90040C,Murano style glass bracelet gold,15,10,54.42,3,1
20678,Large black diamante hairslide,4,1,6.6,1,1
90124A,Pink murano twist necklace,8,6,79.66,4,1
21881,Cute cats tape,1102,79,383.11,37,6
85049B,Amazon,1,1,0,0,1
22785,Squarecushion cover pink union flag,72,32,506.34,23,5
22636,Childs breakfast set circus parade,625,212,5249.26,141,15
22567,NULL,14,1,0,0,1
84581,NULL,2,1,0,0,1
90082D,NULL,19,1,0,0,1
21055,Tool box soft toy,184,106,1818.34,63,11
84563B,Damaged,11,1,0,0,1
37474,NULL,16,2,0,0,1
23249,Vintage red enamel trim plate,885,87,1494.01,56,7
35241,Enamel blue rim biscuit bin,103,44,530.49,27,8
84352,Silver christmas tree bauble stand,38,26,645.15,16,2
84686,Beach hut mirror,49,8,66.39,7,1
22252,Birdcage decoration tealight holder,649,68,769.07,48,8
90122B,Jade crystal+glass bracelet,6,6,29.93,1,1
21891,Traditional wooden skipping rope,8177,432,10564.17,265,13
22799,Sweetheart wire fruit bowl,207,89,1623.08,70,5
22969,Homemade jam scented candles,12660,654,18956.95,429,19
71279,Pink glass candleholder,180,42,573.12,21,3
84951B,Set of 4 black lovebird coasters,451,82,554.78,24,1
20977,36 pencils tube woodland,1814,189,2422.39,111,13
84766,Silver rococo candle stick,161,17,377.95,11,1
22582,Pack of 6 sweetie gift boxes,1073,103,2679.95,73,11
22246,"Garland, magic garden 1.8m",12,1,23.4,1,1
22507,Memo board retrospot  design,2967,464,14227.3,230,11
10123C,Hearts wrapping tape,5,3,3.25,3,1
85006,Set 4 nursery des round boxes,55,9,57.25,9,1
85195,NULL,13,1,0,0,1
23521,Cat and bird wall art,270,4,323.64,3,1
84625C,NULL,32,1,0,0,1
20686,Dolly mixture children's umbrella,267,77,922.67,51,7
22078,NULL,205,2,0,0,1
85111,Silver glitter flower votive holder,1409,57,437.59,40,2
23188,Vintage  2 meter folding ruler,1857,183,3095.17,131,5
47580,Tea time des tea cosy,400,112,1147.32,55,10
84820,Danish rose trinket trays,263,32,506.85,31,7
84613A,Thrown away,230,1,0,0,1
22522,Childs garden fork blue,943,130,782.79,100,6
21790,Vintage snap cards,14606,929,12582.26,449,8
23182,Toilet sign occupied or vacant,3755,439,3699.83,140,5
21676,Flowers  stickers,257,61,245.36,21,4
22589,Cardholder gingham star,379,79,1212.82,46,4
23624,Set 10 card perfect nativity 17089,4,4,9.96,0,1
22862,Love heart napkin box,171,66,826.95,42,2
20654,First class luggage tag,152,49,193.59,21,4
35610A,Pink christmas flock droplet,10,3,15.02,1,1
90020,Filigree diamante chain,1,1,12.48,0,1
84997C,?,741,1,0,0,1
84596G,??,365,1,0,0,1
85123A,?,4000,1,0,0,1
23043,Paper lantern 9 point holly star l,75,20,506.01,15,1
23457,Large parlour picture frame,85,29,427.03,25,2
21445,12 pink rose peg place settings,218,22,272.5,17,2
21257,Victorian sewing box medium,700,266,6989.82,100,6
22866,Hand warmer scotty dog design,6722,553,14575.62,330,9
85030,French chateau oval platter,15,6,29.25,6,1
21274,NULL,3,1,0,0,1
22293,Hanging chick green decoration,903,122,1335.87,63,2
85035B,Chocolate 3 wick morris box candle,620,71,1062.57,38,3
16237,Sleeping cat erasers,5051,291,1060.53,109,6
23084,For online retail orders,1,1,0,0,1
84249A,Damaged,25,1,0,0,1
22750,Feltcraft princess lola doll,2007,415,7514.33,247,16
85099F,Jumbo bag strawberry,17536,838,33176.14,317,11
22098,Boudoir square tissue box,2067,178,1031.66,98,8
62094B,NULL,92,1,0,0,1
23046,Paper lantern 9 point deluxe star,349,36,2111.49,31,3
90177A,Classic diamante earrings jet,20,10,58.6,1,2
47503A,Ass floral print multi screwdriver,2770,165,1279.2,123,10
21246,Red retrospot big bowl,288,98,1346.68,33,10
23435,3 raffia ribbons vintage christmas,824,99,732.42,40,4
22820,Gift bag birthday,942,78,576.72,43,8
84598,Check,3000,1,0,0,1
23412,Heart mirror antique white,360,77,2369.8,64,1
90037A,Tiny crystal bracelet red,1,1,2.48,0,1
21219,Set/4 badges balloon girl,448,89,561.84,35,6
84877D,?,203,1,0,0,1
84597B,NULL,13,1,0,0,1
23439,Hand warmer red love heart,3986,397,8855.51,268,8
85038,6 chocolate love heart t-lights,1061,142,2171.26,70,3
23635,Set 10 cards christmas holly  17259,3,3,12.48,0,1
23643,Set 10 cards christmas bauble 16954,1,1,3.33,0,1
84971L,NULL,2,1,0,0,1
84773,NULL,3,1,0,0,1
22776,"Cakestand, 3 tier, loveheart",2,1,19.9,1,1
22129,Party cones candy tree decoration,734,33,604.46,27,8
22895,Set of 2 tea towels apple and pears,2064,285,6352,163,13
90160A,Purple boudicca large bracelet,45,16,313.59,10,2
23267,Set of 4 santa place settings,1250,109,1591.95,79,10
84840,NULL,12,3,0,0,1
90081C,Lily brooch olive colour,20,15,99.6,6,1
84993B,75 black petit four cases,58,18,24.36,16,1
85034A,Check,24,1,0,0,1
84929,Found,600,1,0,0,1
17165D,Ass col large sand frog p'weight,27,7,28.35,6,1
22091,Empire tissue box,1990,168,1038.85,97,3
21689,Wrong barcode,323,1,0,0,1
84031A,Charlie+lola red hot water bottle,451,166,2015.54,35,4
23532,Wall art work rest and play,210,31,901.58,23,3
22149,NULL,46,1,0,0,1
90176D,Diamante necklace purple,8,5,60,4,1
23380,Pack of 12 vintage doily tissues,2308,121,969.46,85,8
21421,Damaged,5,1,0,0,1
82600,N0 singing metal sign,1225,49,2639.42,30,3
21621,?,400,1,0,0,1
21578,?,251,1,0,0,1
85175,Amazon sold sets,210,1,0,0,1
85034a,3 gardenia morris boxed candles,508,80,957.02,58,4
22564,Alphabet stencil craft,3134,188,3521.44,120,4
90010E,Amber glass/silver bracelet,25,16,227.89,7,1
22071,Small white retrospot mug in box,1015,91,1564.8,65,9
16202B,Pastel blue photo album,29,2,14.5,2,1
84927D,NULL,1,1,0,0,1
20781,Gold ear muff headphones,36,26,217.75,19,2
20774,Damaged,14,1,0,0,1
21613,NULL,47,1,0,0,1
20696,Floral soft car toy,54,30,230.81,10,4
23032,Drawer knob crackle glaze ivory,2200,205,3671.28,115,9
21125,Set 6 football celebration candles,659,105,833.48,60,11
22329,Round container set of 5 retrospot,1620,241,2689.94,104,13
71510,Square metal candleholder base,52,8,36.52,5,1
22687,Adjustment,1,1,0,0,1
21195,Pink  honeycomb paper ball,693,80,1308.56,21,6
23536,Village show wall art,386,18,2072.42,17,4
22720,NULL,78,4,0,0,1
23329,Decorative wicker heart large,1770,234,3043.14,168,4
22503,Cabin bag vintage paisley,118,37,2471.97,15,7
90190B,Gold/amber drop earrings w leaf,13,7,38.18,1,1
23065,Large jewellery stand,10,4,125,4,1
90195B,Black gemstone bracelet,4,4,29.98,3,1
21949,Set of 6 strawberry chopsticks,801,144,1054.44,46,7
71459,Hanging jam jar t-light holders,2816,93,2300.6,61,4
21038,Set/4 modern vintage cotton napkins,79,24,92.65,20,1
15044C,Purple paper parasol,316,90,1031.04,43,3
21086,Set/6 red spotty paper cups,7121,428,4851.5,167,16
90053,Cracked glaze earrings ivory,4,4,9.99,0,1
21914,Blue harmonica in box,7912,605,10384.81,307,13
21619,4 vanilla botanical candles,974,164,1476.4,99,4
84581,Check,41,1,0,0,1
22697,Green regency teacup and saucer,7423,1057,23148.55,390,21
85211,NULL,7,3,0,0,1
47422,Assorted monkey suction cup hook,618,46,246.6,16,3
22789,T-light holder sweetheart hanging,845,139,1658.97,101,1
90198A,Vintage rose bead bracelet raspberr,75,44,315.73,8,1
21040,Modern vintage cotton shopping bag,22,8,29.7,8,1
90078,Pink/white glass demi choker,2,1,15,1,1
85045,Green christmas tree string 20light,46,12,210.9,10,2
22302,Coffee mug pears  design,2341,215,5164.89,134,6
22268,NULL,86,1,0,0,1
84968B,NULL,23,2,0,0,1
21348,Pink spots chocolate nesting boxes,140,6,361.56,5,1
21615,Check,26,1,0,0,1
79302M,"Art lights,funk monkey",370,62,1037.54,26,4
22201,Frying pan blue polkadot,196,90,725.3,29,5
21264,White goose feather tree 60cm,291,50,587.25,37,4
85146,NULL,8,1,0,0,1
84212,"Assorted flower colour ""leis""",10315,111,4934.87,72,6
78034B,Blue netting storage hanger,8,6,15.6,6,1
22661,Charlotte bag dolly girl design,5207,419,4225.74,172,13
21313,Glass heart t-light holder,3352,224,2917.39,97,4
22803,Ivory embroidered quilt,54,31,2038.09,18,5
21878,Pack of 6 sandcastle flags assorted,2536,226,2183.25,121,6
20694,Floral pink monster,43,16,187.54,9,3
22950,36 doilies vintage christmas,5495,180,7472.48,151,8
21205,Multicolour 3d balls garland,273,71,728.19,44,5
23462,Rococo wall miror,2,1,39.9,1,1
16202E,Black photo album,16,4,13.05,4,1
21320,NULL,23,1,0,0,1
20829,Glitter hanging butterfly string,1434,200,2928.21,90,3
21633,Sunflower decorative parasol,126,43,908.21,13,2
23194,Gymkhana treasure book box,1752,208,3898.78,129,11
21915,Red  harmonica in box,21970,670,26377.83,350,17
22461,NULL,36,1,0,0,1
23427,Damaged,2,1,0,0,1
21903,Man flu metal sign,1173,182,2517.43,113,4
21686,Medina stamped metal stool,36,21,1391.59,6,1
21228,NULL,7,1,0,0,1
21622,Damages,45,1,0,0,1
84809B,Pink chrysanthemums art flower,18,1,37.8,1,1
51008,NULL,110,1,0,0,1
22569,?,84,1,0,0,1
22272,NULL,185,2,0,0,1
21161,Keep out boys door hanger,143,43,229.92,25,2
22689,Had been put aside,40,1,0,0,1
62043B,NULL,8,2,0,0,1
20967,Amazon adjustment,1,1,0,0,1
84796B,Blue savannah picnic hamper for 2,256,124,2393.59,16,4
20622,Vip passport cover,43,17,94.04,8,1
22443,Grow your own herbs set of 3,166,92,1407.64,60,5
84925D,La palmiera wall thermometer,15,10,38.25,8,1
82001S,Silver record cover frame,365,41,1649.64,13,1
21804,Check,80,2,0,0,1
37351,Orange flower mug,10,2,9.06,1,1
22359,Glass jar kings choice,191,87,614.62,47,2
23525,Buffalo bill wall art,248,16,852.72,15,2
90214D,"Letter ""d"" bling key ring",68,32,49.9,5,1
84924A,Wake up cockerel calendar sign,81,33,348.59,21,2
23458,Dolly cabinet 3 drawers,56,34,837.2,30,4
23307,Set of 60 pantry design cake cases,12137,634,6420.29,366,19
22553,Plasters in tin skulls,4350,568,7270.72,283,20
85230E,Damaged,48,1,0,0,1
51014A,"Feather pen,hot pink",3914,240,2061.26,106,7
23579,NULL,4,2,0,0,1
21928,Jumbo bag scandinavian paisley,2060,146,3909.67,76,7
90014B,Gold m pearl  orbit necklace,15,13,152.84,5,1
84931B,Blue scottie dog w flower pattern,180,50,431.73,21,4
85183A,Charlie & lola wastepaper bin blue,669,88,854.54,61,5
23216,Laurel heart antique gold,525,44,630.73,32,2
22125,NULL,1,1,0,0,1
20734,Silver mini tape measure,158,26,271.22,0,1
23579,Sale error,4,1,0,0,1
23207,Lunch bag alphabet design,8278,753,13985.15,377,13
22132,Red love heart shape cup,1050,155,949.23,60,8
46776E,Woven candy cushion cover,68,39,292.56,5,1
84559D,NULL,7,1,0,0,1
22525,Childrens garden gloves pink,492,75,648.97,42,6
